show_id,title,description
80999643,Bad Seeds,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
80196789,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
81020973,The Last Hangover,"In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper."
81019341,What Still Remains,"Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines."
80223098,Desire,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.
80132411,Figures of Speech,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition."
81172911,Being Mrs Elliot,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
81172897,Iyore,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
80174451,The Two Popes,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events."
81001097,2036 Origin Unknown,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery."
70270949,23:59,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
81008536,Aggretsuko: We Wish You a Metal Christmas,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
81036532,Imperfect,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
81036535,Lang Tong,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
81036533,Miss J Contemplates Her Choice,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
80232740,48 Christmas Wishes,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish."
80107030,Jeremiah Tower: The Last Magnificent,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine."
80163222,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.
80142140,Daemonium,"In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell."
80117628,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks."
60030245,George of the Jungle 2,"Now married and raising a son, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne."
70271592,Leo the Lion,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him."
80046144,Magic Snowflake,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.
80046145,Santa's Apprentice,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus."
81036338,Teefa in Trouble,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
80058480,The Lobster,"In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness."
80206847,Jab Harry Met Sejal,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
80164930,Temple,Three unsuspecting American tourists visit a mysterious mountain shrine in Japan despite uncanny warnings from local inhabitants to stay away.
80115102,For the Love of Spock,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years."
80098467,White Girl,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away."
80098491,Yoga Hosers,"With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis."
81018239,Ascharyachakit!,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
80205978,Miss Me This Christmas,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship."
80189806,Russell Howard: Recalibrate,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive."
80155902,The Women's Balcony,"A conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation."
80206057,You Can’t Fight Christmas,"After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator."
80105358,Miss Stevens,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.
80108691,Total Frat Movie,"A disbanded fraternity tries to get their act together by finding new members, but beer bongs, bad grades and a demented dean stand in their way."
80166467,Ellen DeGeneres: Relatable,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
80218939,The Humanity Bureau,"In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son."
80175314,Some Freaks,"A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
80039655,Mike Epps: Don't Take It Personal,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.
80023921,Pee-wee's Playhouse: Christmas Special,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo."
81070659,Ronny Chieng: Asian Comedian Destroys America!,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
81045765,Lilli,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
81018634,Prince of Peoria: A Christmas Moose Miracle,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
80039602,Skin Trade,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.
80090672,Bob's Broken Sleigh,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole."
80012535,My Little Pony Equestria Girls: Rainbow Rocks,"Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase."
70137790,Burlesque,"After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice."
81048551,"Sincerely Yours, Dhaka",Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.
80058477,The Danish Girl,"In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
81039381,Andhadhun,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
80026431,Dragons: Dawn of the Dragon Racers,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
80013772,Kill the Messenger,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
80013474,Maps to the Stars,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
70184051,One Day,"After a brief college romance, Emma and Dexter pursue separate dreams, but meet on the same day each year to compare their progress in life and love."
80232329,Springsteen on Broadway,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
80000644,The Theory of Everything,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
80145625,God of War,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.
80144803,Barry,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student."
80127459,Sister Cities,"After years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide."
80125782,A Family Man,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
80074933,Bangistan,"Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course."
60021525,Dil Chahta Hai,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
80057585,Dil Dhadakne Do,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade."
70059026,Don,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang."
70224999,Don 2,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way."
70181734,Game,"A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
80205232,Girls und Panzer,Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.
70254352,Honeymoon Travels Pvt. Ltd.,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.
81213153,Hope: One in a Billion,"The remarkable true story of Gift Ngoepe, the first African to play for Major League Baseball, is recounted in this inspiring documentary."
81213148,Isoken,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
70134537,Karthik Calling Karthik,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
70001237,Lakshya,"After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out."
70114467,Luck by Chance,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
81213149,Potato Potahto,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.
70110883,Rock On!!,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream."
60004509,Scooby-Doo on Zombie Island,"When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await."
70262614,Talaash,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
70202336,Zindagi Na Milegi Dobara,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.
81025946,F.R.E.D.I.,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
81036745,Kita Kita,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
80188902,The Bad Education Movie,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –
 and probably will."
81045054,Vanjagar Ulagam,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
70117674,1920,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.
80104116,Blackway,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker."
80197310,Brave New Jersey,Small-town residents mistake an Orson Welles radio broadcast for news about an alien invasion and are emboldened to act as they await an apocalypse.
80220783,Breaking Free,One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.
80177441,Christmas Inheritance,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
80218586,Dark Chocolate (Bengali Version),"In this Bangla thriller inspired by a true story, the discovery of a charred corpse in the woods leads to a high-profile murder investigation."
80210182,Discovering Bigfoot,"Follow Todd Standing, Dr. Jeff Meldrum and other researchers into the wilderness, where they try to capture definitive proof of Sasquatch's existence."
80018252,Freeway: Crack in the System,"Take in the true account of drug kingpin ""Freeway"" Rick Ross's empire and how the CIA helped him fuel America's  devastating crack cocaine epidemic."
80203788,Gelo,A Punjabi woman who works on a farm must endure the difficulties of living in an oppressive class-based society and a dysfunctional community.
80227673,Kabali (Hindi Version),"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family."
80218784,Mantostaan,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
80218783,Mantra,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
80223049,Muramba,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.
80217545,Pottersville,"A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town."
80203784,Rise of the Zombie,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations."
80106230,Seoul Searching,Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.
70003680,"Sexo, Pudor y Lagrimas","Passions flare and alliances form when neighbors Ana and Miguel each start an affair with former lovers, right under their spouses' noses."
80216662,Under an Arctic Sky,"Six fearless surfers travel to the north coast of Iceland to ride waves unlike anything they've ever experienced, captured with high-tech cameras."
80093295,3 Türken & ein Baby,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
80142450,Eddie - Strongman,British strongman Eddie Hall wants to be the strongest man in the world. This documentary reveals the grueling life choices that fuel his obsession.
80087348,Sadqay Tumhare,"An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance."
80098810,Sand Storm,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy."
80093812,Zoom,"Comic book artist Emma draws her ideal man: Edward, the director of a film about a novelist named Michelle, who's writing a book about Emma."
80085567,The Monster of Mangatiti,Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.
80240715,ROMA,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
80222301,Samson,The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.
80104182,At All Costs,This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.
81001887,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
81172747,A Trip to Jamaica,A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
81172757,My Wife and I,"When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
70243446,Silent Hill: Revelation,"Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity."
81210770,The 9th Precinct,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.
81060232,Jack Whitehall: Christmas with My Father,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
80158871,Judd Apatow: The Return,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more."
80139397,The Trip to Spain,Comedians Steve Coogan and Rob Brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through Spain.
80107019,The Unknown Girl,A guilt-ridden doctor in a Belgian town tries to uncover the identity of a woman who died after being turned away from her office.
80191835,Viceroy's House,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions."
80124728,Ricardo O'Farrill: Abrazo navideño,"The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed."
80020772,Get Santa,"When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas."
70290567,The Short Game,"They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school."
81037373,The Sky Is Pink,"After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story."
80065754,Standoff,"After witnessing an assassin's slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
80205065,Red Christmas,A family Christmas gathering at an isolated Australian estate turns into the holiday from hell after a mysterious stranger turns up at the door.
80194612,The Hatred,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.
80104420,Asperger's Are Us,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
80039517,The Ridiculous 6,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had."
81035888,Good and Prosperous,"As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
81036542,Michelle Wolf: Joke Show,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City."
81001121,Gehenna: Where Death Lives,Developers looking for a location to build a resort on Saipan stumble into a subterranean bunker from WWII where an evil force lies in wait.
80144453,Goldstone,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
81009829,Susanne Bartsch: On Top,"Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
81148811,A Cinderella Story: Christmas Wish,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
18066997,A Night at the Roxbury,"After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch."
60023608,Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember."
1153656,Austin Powers: International Man of Mystery,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil."
21302357,Austin Powers: The Spy Who Shagged Me,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself."
81217745,Baby Dolls,"When two sisters travel from Canada to Punjab to visit their maternal family, they discover an opportunity to mend a broken bond with their grandmother."
80011622,Cut Bank,A small-town dreamer is sure he's landed on a gold mine after accidentally filming a murder but is sucked into a violent tale of greed and deception.
81165325,Dead Kids,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.
81217746,High End Yaariyan,"From romantic pursuits to their friendship, a trio of young men navigate the complexities of relationships while sharing a London apartment."
70023451,Hustle & Flow,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.
80182479,Jindua,An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
81217741,Mahi NRI,"A Punjabi man attempts to build a life in London in hopes of impressing his girlfriend’s mother, who insists her daughter marry a man outside of India."
60024161,Martin Lawrence Live: Runteldat,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side."
873159,Primal Fear,"When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain – but his attorney is determined to win the case."
81217747,Qismat,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate."
70229213,Searching for Sugar Man,"Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
80191294,Sweet Virginia,"In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation."
70021640,The Adventures of Sharkboy and Lavagirl,A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.
70044689,The Departed,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
80208793,The Tribes of Palos Verdes,"When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing."
81217742,Thug Life,A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.
81169158,Wandering Stars,"Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
81149202,Why Me?,A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.
70216819,A Beautiful Life,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
70124651,Accident,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
81002685,Battle,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
70285697,Blind Detective,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
81018536,Bobby Robson: More Than a Manager,"Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams."
81030201,Break Up 100,"After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
81024726,Chal Bhaag,Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
81015153,Crossroads: One Two Jaga,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
81030198,Don't Go Breaking My Heart,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss."
80017265,Don't Go Breaking My Heart 2,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise."
81024716,Faraar,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
80106306,Helios,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
60034549,Hellboy,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
80135353,Line Walker,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
70126809,Look for a Star,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money."
80127645,Once a Gangster,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose."
80187471,Power Paandi,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love."
81030200,SDU: Sex Duties Unit,Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.
81030197,Set Off,"When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps."
70104313,Seven Pounds,"Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance."
80166319,The Little Mermaid,"In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
80158854,A StoryBots Christmas,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
80203781,Bhouri,A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.
80203792,Eh Janam Tumhare Lekhe,"Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity."
80191930,Forbidden Games: The Justin Fashanu Story,"This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer."
70170181,Hisss,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
80173001,Monster Island,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges."
80171247,My Happy Family,"A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself."
70286808,Oggy and the Cockroaches,"Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home."
70135647,Playing for Time,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers."
80201828,Prague,The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.
80203787,Sardaar ji,"When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost."
70236586,Tezz,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.
80191513,The Worthy,"In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound."
80176212,Voyeur,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
80113785,1000 Rupee Note,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
80152091,Across Grace Alley,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
80118982,Asu Mare 2,To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.
80149139,Interrogation,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
80114915,Natural Selection,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
80104240,Rainbow Time,"A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
907090,Richard Pryor: Live in Concert,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
80149282,The Violin Player,"An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
80154176,Yo-Kai Watch: The Movie,"Nate's special Yo-Kai Watch is missing. He travels back in time to meet the watch's inventor, his grandfather. Together, they must restore history!"
80073100,My Little Pony Equestria Girls: Friendship Games,"Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
70253397,Kung Fu Panda: Holiday,"As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions."
81074367,Jaoon Kahan Bata Ae Dil,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
81091977,Rocko's Modern Life: Static Cling,"After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
80245357,Perdida,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger."
80128691,Black Site Delta,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy."
70183165,Judy Moody and the Not Bummer Summer,"In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal."
80165487,Reply 1994,"All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house."
70297144,Reply 1997,"As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears."
81065902,St. Agatha,"Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret."
80195838,Denis Leary: No Cure For Cancer,"In the stand-up performance that made him a legend, comedian Denis Leary caustically holds forth on nonsmokers, vegetarians and other undesirables."
81112446,Badla,"When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
81088318,The Pursuit,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all."
80080617,Theo Von: No Offense,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more."
80203996,Baahubali 2: The Conclusion (Hindi Version),"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga."
80203998,Baahubali 2: The Conclusion (Malayalam Version),"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga."
