,title,imdb_user_review,imdb_critic_review,tomato_critic_review,tomato_user_review
1573,Twins 2,3.8,N/A,N/A,36
1574,Kaakan,8.2,N/A,N/A,N/A
1575,Kalki,7,N/A,N/A,N/A
1576,Khal Nayak,7.2,N/A,N/A,79
1577,Happiness,4.4,N/A,N/A,46
1578,Look What's Happened Now,4.2,N/A,N/A,N/A
1579,Laal Rang,8,N/A,N/A,N/A
1580,Love Beats Rhymes,5.3,54,N/A,44
1581,Monster High: 13 Wishes,6.8,N/A,N/A,N/A
1582,Monster High: Ghouls Rule!,5.8,N/A,N/A,84
1583,No Entry,6.6,N/A,N/A,N/A
1584,Pardes,7,N/A,N/A,72
1585,Pitaah,6.4,N/A,N/A,61
1586,Call,6.8,N/A,N/A,56
1587,Rahasya,7.6,N/A,N/A,N/A
1588,Run,6.3,N/A,N/A,N/A
1589,Samarpanam,6,N/A,N/A,N/A
1590,Schubert in Love: Vater werden ist (nicht) schwer,5.1,N/A,N/A,60
1591,Shakthi: The Power,6,N/A,N/A,N/A
1592,Shanghai,6.4,36,N/A,4
1593,Shararat,7.4,N/A,N/A,20
1594,Shaurya: It Takes Courage to Make Right... Right,7.3,N/A,N/A,N/A
1595,Shubh Aarambh,7.2,N/A,N/A,N/A
1596,Shuddhi,8,N/A,N/A,N/A
1597,Solo: A Star Wars Story,6.9,62,N/A,6
1598,Something Huge,4.6,N/A,N/A,N/A
1599,Super Nani,4.7,N/A,N/A,57
1600,Swades,8.2,N/A,N/A,83
1601,Swearnet Live,4.6,N/A,N/A,N/A
1602,Taal,6.7,N/A,N/A,N/A
1603,Night Fare,5.5,N/A,N/A,N/A
1604,Three Cards,4.1,N/A,N/A,N/A
1605,The Pirates of Somalia,6.8,54,N/A,N/A
1606,Battlestar Galactica: The Plan,7.1,N/A,N/A,N/A
1607,The Shaukeens,5,N/A,N/A,20
1608,The Silence,5.3,25,N/A,N/A
1609,The Bait,6.1,N/A,N/A,N/A
1610,Trailer Park Boys: Live at the North Pole,6.2,N/A,N/A,N/A
1611,Trailer Park Boys: Live in F**kin' Dublin,5.9,N/A,N/A,N/A
1612,Say Goodnight to the Bad Guys,7.9,N/A,N/A,N/A
1613,The Trailer Park Boys Christmas Special,8,N/A,N/A,N/A
1614,Trimurti,4.8,N/A,N/A,N/A
1615,True to the Game,5.1,N/A,N/A,64
1616,You Are My Sunday,7.7,N/A,N/A,N/A
1617,Welcome 2 Karachi,4.3,N/A,N/A,N/A
1618,Y.M.I. Yeh Mera India,7.7,N/A,N/A,N/A
1619,Memories,7.5,N/A,N/A,58
1620,Youth,7.4,63,N/A,76
1621,Chandani: The Daughter of the Elephant Whisperer,7.1,N/A,N/A,N/A
1622,Koko: The Gorilla Who Talks to People,7.5,N/A,N/A,33
1623,My Honor Was Loyalty,4.4,N/A,N/A,N/A
1624,Nila,6.8,N/A,N/A,N/A
1625,The Insider,7.8,84,N/A,N/A
1626,Ugly,8,N/A,N/A,N/A
1627,Vikings Unearthed,7,N/A,N/A,N/A
1628,Blue Mountain State: The Rise of Thadland,5.8,N/A,N/A,46
1629,Hot Bot,3.4,N/A,N/A,12
1630,Ahora o nunca,5.2,N/A,N/A,N/A
1631,Retribution,7,N/A,N/A,N/A
1632,Shimmer Lake,6.2,N/A,N/A,60
1633,Beneath the Leaves,4.5,N/A,N/A,20
1634,Equilibrium,7.4,33,N/A,40
1635,Alex Strangelove,6.3,62,N/A,80
1636,Ali's Wedding,6.9,64,N/A,N/A
1637,Franco Escamilla: Por la anécdota,6.8,N/A,N/A,N/A
1638,Hypersomnia,5.5,N/A,N/A,N/A
1639,Belmonte,6.7,N/A,N/A,N/A
1640,Elisa & Marcela,6.5,33,N/A,N/A
1641,I Am Mother,6.7,64,N/A,90
1642,Luka Chuppi,6.3,N/A,N/A,33
1643,Pachamama,6.7,N/A,N/A,N/A
1644,Rock My Heart,6.5,N/A,N/A,N/A
1645,Stree,7.6,N/A,N/A,77
1646,The Black Godfather,7.3,69,N/A,16
1647,The Push,7.3,N/A,N/A,N/A
1648,B.A. Pass,6.4,N/A,N/A,N/A
1649,A Perfect Man,5.2,31,N/A,20
1650,All is Well,6.4,80,N/A,100
1651,Cabin Fever,5.7,56,N/A,N/A
1652,Christian Mingle,4.3,N/A,N/A,N/A
1653,Everybody Knows,6.9,68,N/A,78
1654,When Man falls in the swamp of his thoughts and it ends with him to a disaster,5.2,N/A,N/A,N/A
1655,Hamlat Feraizar,5,N/A,N/A,N/A
1656,From Japan to Egypt,5.4,N/A,N/A,N/A
1657,Immoral Tales,5.6,N/A,N/A,50
1658,Aman Ya Sahbi,3.1,N/A,N/A,N/A
1659,Ms. Mammy,4.6,N/A,N/A,N/A
1660,Samir Abu el-Nil,4.3,N/A,N/A,N/A
1661,Itlauli Barrah,4.5,N/A,N/A,N/A
1662,El-Harami wa el-Abit,5.2,N/A,N/A,N/A
1663,A Silent Voice: The Movie,8.2,78,N/A,94
1664,Dolphin Kick,4.4,N/A,N/A,N/A
1665,The Grinch,6.3,51,N/A,N/A
1666,Jiro Dreams of Sushi,7.9,77,N/A,99
1667,Would You Rather,5.7,20,N/A,59
1668,Thor: Ragnarok,7.9,74,N/A,93
1669,Suite Française,7,63,N/A,N/A
1670,The Wishing Tree,8.4,N/A,N/A,96
1671,The Wishing Tree,8.4,N/A,N/A,N/A
1672,Miranda Sings Live... Your Welcome,5.5,N/A,N/A,N/A
1673,The Men Who Stare at Goats,6.2,54,N/A,N/A
1674,The Star,6.2,42,N/A,N/A
1675,Sang Krasue,6.5,N/A,N/A,N/A
1676,Night Moves,7.1,82,N/A,83
1677,Romeo Akbar Walter,6.5,N/A,N/A,17
1678,Bill Burr: You People Are All the Same.,8.3,N/A,N/A,97
1679,Mohawk,4.5,70,N/A,N/A
1680,The Maus,4.9,N/A,N/A,N/A
1681,Acapulco La vida va,5.4,N/A,N/A,N/A
1682,Bullet to the Head,5.7,48,N/A,46
1683,Back to the Future Part III,7.4,55,N/A,N/A
1684,The Tunnel,7.8,N/A,N/A,N/A
1685,Bo Burnham: Make Happy,8.4,N/A,N/A,100
1686,Pierre Jackson,6,N/A,N/A,N/A
1687,Super Deluxe,8.4,N/A,N/A,80
1688,Calibre,6.7,76,N/A,95
1689,Jani Dueñas: Grandes fracasos de ayer y hoy,4.9,N/A,N/A,N/A
1690,"Tuya, mía... te la apuesto",3.4,N/A,N/A,N/A
1691,Tau,5.8,43,N/A,25
1692,Ralphie May: Imperfectly Yours,5.6,N/A,N/A,N/A
1693,20th Century Women,7.3,83,N/A,88
1694,I Witness,5.8,N/A,N/A,N/A
1695,La Leyenda Del Diamante,3.5,N/A,N/A,N/A
1696,Staged Killer,3.3,N/A,N/A,N/A
1697,The Chosen One,5.6,N/A,N/A,N/A
1698,Birthmarked,5.7,44,N/A,12
1699,Okja,7.3,75,N/A,86
1700,Anima,7.7,N/A,N/A,N/A
1701,Daniel Sosa: Maleducado,6.9,N/A,N/A,N/A
1702,Chris D'Elia: Man on Fire,6.6,N/A,N/A,N/A
1703,Kahaani,8.1,N/A,N/A,88
1704,Spider-Man: Into the Spider-Verse,8.4,87,N/A,97
1705,The Golem,5.6,63,N/A,N/A
1706,Star Wars: Episode VIII - The Last Jedi,7,84,N/A,N/A
1707,W. Kamau Bell: Private School Negro,6.3,N/A,N/A,N/A
1708,I Am Michael,5.6,56,N/A,64
1709,Neruda,6.9,82,N/A,N/A
1710,Mike Epps: Only One Mike,4.7,N/A,N/A,N/A
1711,Recall,2.7,N/A,N/A,33
1712,Tottaa Pataaka Item Maal,7.8,N/A,N/A,N/A
1713,Rakuen Tsuiho: Expelled from Paradise,6.7,N/A,N/A,N/A
1714,Kaabil,7.1,N/A,N/A,58
1715,"To Each, Her Own",5.2,N/A,N/A,N/A
1716,Bruno & Boots: Go Jump in the Pool,5.7,N/A,N/A,N/A
1717,Bruno & Boots: This Can't Be Happening at Macdonald Hall,5.3,N/A,N/A,N/A
1718,Sofía Niño de Rivera: Expuesta,7.4,N/A,N/A,N/A
1719,The Fundamentals of Caring,7.3,55,N/A,77
1720,Hungerford,3.8,N/A,N/A,23
1721,The Legend of Tarzan,6.2,44,N/A,89
1722,American Anarchist,5.8,58,N/A,67
1723,Tarzan 2: The Legend Begins,5.6,N/A,N/A,33
1724,You Get Me,4.6,N/A,N/A,26
1725,Advantageous,6.2,59,N/A,85
1726,Salem: His Sister's Father,3.5,N/A,N/A,N/A
1727,Triple Threat,5.5,60,N/A,N/A
1728,Brain on Fire,6.6,34,N/A,13
1729,Us and Them,7.3,N/A,N/A,63
1730,Bokeh,5,56,N/A,N/A
1731,XX,4.5,64,N/A,70
1732,Blood Will Tell,6,N/A,N/A,N/A
1733,Bolívar,7.5,N/A,N/A,N/A
1734,Neon Genesis Evangelion: Death & Rebirth,7.5,N/A,N/A,N/A
1735,Good Luck,6.7,N/A,N/A,62
1736,Neon Genesis Evangelion: The End of Evangelion,8.1,N/A,N/A,N/A
1737,Dangal,8.4,N/A,N/A,88
1738,Bewildered Bolbol,6.4,N/A,N/A,N/A
1739,Rakkhosh,4.7,N/A,N/A,N/A
1740,Reaction,4.5,N/A,N/A,N/A
1741,The Chord,6.1,N/A,N/A,N/A
1742,The Wolf's Call,6.9,N/A,N/A,N/A
1743,Unruly Friends,5.6,N/A,N/A,N/A
1744,Amar Akbar & Tony,5.1,N/A,N/A,N/A
1745,Puss in Book: Trapped in an Epic Tale,5.3,N/A,N/A,N/A
1746,Rory Scovel Tries Stand-Up for the First Time,6.7,N/A,N/A,89
1747,"Good Night, and Good Luck.",7.4,80,N/A,N/A
1748,Krutant,6.4,N/A,N/A,N/A
1749,The Duel,5.8,42,N/A,N/A
1750,The King's Speech,8,88,N/A,N/A
1751,1898: Our Last Men in the Philippines,6.5,N/A,N/A,N/A
1752,Lucid Dream,6.1,N/A,N/A,35
1753,Beats,7.2,75,N/A,89
1754,Running for Grace,6.1,N/A,N/A,72
1755,VS.,5.7,66,N/A,24
1756,Hannah Gadsby: Nanette,8.2,N/A,N/A,100
1757,The Incident,6.4,N/A,N/A,N/A
1758,Adam Devine: Best Time of Our Lives,5.7,N/A,N/A,N/A
1759,Big Kill,5.2,42,N/A,22
1760,Bob Lazar: Area 51 & Flying Saucers,5.5,N/A,N/A,N/A
1761,The Wrong Babysitter,3.6,N/A,N/A,0
1762,Ip Man 3,7.1,57,N/A,78
1763,The Stanford Prison Experiment,6.9,67,N/A,84
1764,Cop Car,6.3,66,N/A,80
1765,Right Here Right Now,5.6,N/A,N/A,N/A
1766,The Real Miyagi,7.1,N/A,N/A,N/A
1767,Luckee,4.2,N/A,N/A,N/A
1768,Monopoly (The Bank of Luck),5.8,N/A,N/A,N/A
1769,Pihu,6.7,N/A,N/A,67
1770,Chronicle of an Escape,7.2,N/A,N/A,N/A
1771,Lust Stories,6.5,N/A,N/A,100
1772,Maktub,7.5,N/A,N/A,N/A
1773,Set It Up,6.5,62,N/A,92
1774,Sunday's Illness,6.9,92,N/A,N/A
1775,The Last Hour,6.2,N/A,N/A,N/A
1776,Cave,4.2,N/A,N/A,12
1777,Dream Factory,6.8,N/A,N/A,N/A
1778,Marco Luque: Tamo Junto,4.3,N/A,N/A,N/A
1779,Mr. Gaga: A True Story of Love and Dance,7.6,71,N/A,N/A
1780,The Russian Revolution,6.5,N/A,N/A,N/A
1781,The Pirate Fairy,6.6,51,N/A,81
1782,Cinderela Pop,4.6,N/A,N/A,60
1783,Murder Mystery,6,38,N/A,44
1784,Cutie and the Boxer,7.2,83,N/A,95
1785,Flimflam,5.5,N/A,N/A,N/A
1786,Oprah Winfrey Presents: When They See Us Now,7.7,N/A,N/A,N/A
1787,Savage Raghda,5.3,N/A,N/A,N/A
1788,The 3rd Eye 2,5.5,N/A,N/A,N/A
1789,The Ant's Scream,6.2,N/A,N/A,N/A
1790,The Cell,6.3,40,N/A,N/A
1791,The Right One,6.3,N/A,N/A,N/A
1792,Dragonheart: Battle for the Heartfire,5.3,N/A,N/A,50
1793,"Oh, Hello on Broadway",7.8,N/A,N/A,N/A
1794,Reincarnated,6.2,42,N/A,28
1795,Jo Koy: Comin' in Hot,7.3,N/A,N/A,N/A
1796,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.7,86,N/A,92
1797,My Daddy's in Heaven,4.6,N/A,N/A,N/A
1798,Ralph Breaks the Internet,7.1,71,N/A,88
1799,Daughters of the Dust,6.5,81,N/A,98
1800,Havenhurst,4.8,N/A,N/A,27
1801,He Got Game,6.9,63,N/A,N/A
1802,Sword Master,6,N/A,N/A,67
1803,Selfie,6.1,N/A,N/A,N/A
1804,Selfie 69,6.3,N/A,N/A,N/A
1805,"10,000 B.C.",6.3,N/A,N/A,N/A
1806,50/50,7.6,72,N/A,N/A
1807,Bullitt County,4.8,50,N/A,50
1808,Carrie,7.4,85,N/A,50
1809,III Smoking Barrels,6.8,N/A,N/A,N/A
1810,Love Is a Story,6.1,N/A,N/A,N/A
1811,"Oh, Ramona!",4.9,N/A,N/A,N/A
1812,Prosecuting Evil,7.3,77,N/A,100
1813,Righteous Kill,6,36,N/A,18
1814,Satan & Adam,7.3,75,N/A,N/A
1815,Small Soldiers,6.2,N/A,N/A,48
1816,The Box,5.6,47,N/A,N/A
1817,The Phantom of the Opera,7.3,40,N/A,N/A
1818,The Space Between Us,6.4,33,N/A,16
1819,Then Came You,7,44,N/A,59
1820,We Are Legends,5.1,N/A,N/A,N/A
1821,What a Girl Wants,5.8,41,N/A,35
1822,B.A. Pass 2,2.1,N/A,N/A,N/A
1823,Bad Genius,7.6,N/A,N/A,100
1824,Bobbi Jene,6.2,52,N/A,59
1825,He Named Me Malala,6.9,61,N/A,72
1826,Miracle,7.5,68,N/A,81
1827,National Treasure,6.8,39,N/A,46
1828,National Treasure,6.8,39,N/A,N/A
1829,Outside In,6.6,76,N/A,N/A
1830,Pedal the World,5,N/A,N/A,N/A
1831,Singularity,3.8,N/A,N/A,N/A
1832,Aashik Aawara,5.3,N/A,N/A,N/A
1833,A Tale of Two Sisters,7.2,65,N/A,N/A
1834,Betting on Zero,7.2,72,N/A,100
1835,Catfight,5.8,66,N/A,N/A
1836,Devil's Bride,6,N/A,N/A,N/A
1837,How the Grinch Stole Christmas,6.2,46,N/A,50
1838,How to Stage a Coup,6.3,N/A,N/A,N/A
1839,A Tale of Two Sisters,7.2,65,N/A,N/A
1840,Lens,6.9,N/A,N/A,N/A
1841,Little Boxes,5.9,52,N/A,67
1842,Love.com,5.8,N/A,N/A,N/A
1843,Maya,5.3,N/A,N/A,43
1844,Oh Darling Yeh Hai India,4.2,N/A,N/A,N/A
1845,Prince,4.1,N/A,N/A,71
1846,Qila,5.2,N/A,N/A,N/A
1847,The Man with Thousand Faces,6.9,N/A,N/A,N/A
1848,Jessica and Diana Mitford,6.7,N/A,N/A,N/A
1849,Y Tu Mamá También,7.6,88,N/A,N/A
1850,Spy Time,6.1,N/A,N/A,N/A
1851,The Heroes of Evil,6.2,N/A,N/A,N/A
1852,The Perfect Dictatorship,7.2,N/A,N/A,76
1853,Aziz Ansari: Right Now,7.5,N/A,N/A,84
1854,Mary Poppins Returns,6.7,66,N/A,79
1855,Mr. Sunshine,8.8,N/A,N/A,N/A
1856,The Invitation,6.6,74,N/A,88
1857,The Iron Lady,6.4,54,N/A,52
1858,1 Mile to You,6.3,N/A,N/A,65
1859,Take Me,6.1,56,N/A,N/A
1860,"Monster High: Scaris, City of Frights",6.9,N/A,N/A,N/A
1861,Sicilian Ghost Story,6.4,70,N/A,91
1862,Luciano Mellera: Infantiloide,8.7,N/A,N/A,N/A
1863,The Legacy of a Whitetail Deer Hunter,5.5,49,N/A,30
1864,The Skin of the Wolf,5.7,N/A,N/A,67
1865,White Fang,6.7,62,N/A,14
1866,Motu Patlu: King of Kings,6.9,N/A,N/A,100
1867,Speech & Debate,5.9,46,N/A,N/A
1868,Brahman Naman,5.6,58,N/A,75
1869,Blue Valentine,7.4,81,N/A,87
1870,Skiptrace,5.7,50,N/A,38
1871,Sommore: Chandelier Status,6.3,N/A,N/A,N/A
1872,Ramen Shop,6.7,62,N/A,88
1873,The Red Sea Diving Resort,6.5,N/A,N/A,30
1874,Palace Carnage,6.3,N/A,N/A,N/A
1875,Five Deadly Venoms,7.1,N/A,N/A,N/A
1876,7 (Seven),7.1,N/A,N/A,N/A
1877,American Hangman,5.9,38,N/A,44
1878,Holy Man 2,5.9,N/A,N/A,N/A
1879,Holy Man 3,5.9,N/A,N/A,N/A
1880,The Unborn Child,4.6,N/A,N/A,N/A
1881,Loco Love,4.3,N/A,N/A,20
1882,All the Boys Love Mandy Lane,5.5,44,N/A,44
1883,Felipe Esparza: They're Not Gonna Laugh At You,6.6,N/A,N/A,N/A
1884,Joan Rivers: Don't Start with Me,6.5,N/A,N/A,N/A
1885,Katt Williams: Kattpacalypse,5.5,N/A,N/A,N/A
1886,Mission of Honor,5.9,N/A,N/A,83
1887,Her,8,90,N/A,95
1888,Tallulah,6.7,63,N/A,85
1889,Da Kath & Kim Code,7.4,N/A,N/A,N/A
1890,Kath & Kimderella,5.3,N/A,N/A,N/A
1891,The Company Men,6.7,69,N/A,67
1892,The Flying Guillotine,6.7,N/A,N/A,61
1893,The Mansion,4.6,N/A,N/A,N/A
1894,Diana: 7 Days That Shook the Windsors,7.4,N/A,N/A,N/A
1895,The Incredible Jessica James,6.5,72,N/A,88
1896,Coco y Raulito: Carrusel de ternura,6.6,N/A,N/A,N/A
1897,Extinction,5.8,40,N/A,N/A
1898,1st Summoning,3.3,N/A,N/A,17
1899,Boi,4.8,N/A,N/A,N/A
1900,Eerie,4.7,N/A,N/A,N/A
1901,Girls with Balls,3.8,N/A,N/A,42
1902,Guy Martin: The Last Flight of the Vulcan Bomber,7.5,N/A,N/A,N/A
1903,The Exception,6.8,60,N/A,74
1904,The Son,7.5,N/A,N/A,N/A
1905,Judging Amy,6.9,N/A,N/A,57
1906,Barely Lethal,5.4,44,N/A,26
1907,Dark Places,6.2,39,N/A,N/A
1908,Ex Machina,7.7,78,N/A,92
1909,Man of Tai Chi,6.1,52,N/A,70
1910,Mississippi Grind,6.4,77,N/A,91
1911,Mojave,5.2,41,N/A,N/A
1912,Mojave,5.2,41,N/A,N/A
1913,Remember,7.5,52,N/A,N/A
1914,Slow West,6.9,72,N/A,92
1915,The End of the Tour,7.3,82,N/A,92
1916,Bang Rajan 2,5.5,N/A,N/A,N/A
1917,My True Friend,6.5,N/A,N/A,N/A
1918,Oh My Ghost,8.1,N/A,N/A,N/A
1919,Hor taew tak 3,4.9,N/A,N/A,N/A
1920,Parmanu: The Story of Pokhran,7.7,N/A,N/A,40
1921,The Holy Man,7.3,N/A,N/A,N/A
1922,Train of the Dead,3.5,N/A,N/A,N/A
1923,Joe Mande's Award-Winning Comedy Special,6,N/A,N/A,N/A
1924,Lizzie Borden Took an Ax,5.8,N/A,N/A,40
1925,Iliza: Elder Millennial,7.2,N/A,N/A,60
1926,The Warning,5.9,N/A,N/A,N/A
1927,Tusk,5.3,55,N/A,N/A
1928,Victor,6.5,N/A,N/A,N/A
1929,The Competition,6.6,N/A,N/A,N/A
1930,Inglourious Basterds,8.3,69,N/A,89
1931,Unfinished Song,7,57,N/A,65
1932,A Most Violent Year,7,79,N/A,89
1933,Bolt,6.8,67,N/A,89
1934,Bewafaa,4.3,N/A,N/A,59
1935,Connected,4.3,N/A,N/A,73
1936,D.L. Hughley: Contrarian,6.5,N/A,N/A,N/A
1937,Demetri Martin: The Overthinker,7.2,N/A,N/A,86
1938,Beast Stalker,6.8,N/A,N/A,N/A
1939,The Midas Touch,5.2,N/A,N/A,N/A
1940,The Twins Effect II,4.9,N/A,N/A,N/A
1941,Twins Mission,5.3,N/A,N/A,N/A
1942,Life After Beth,5.6,50,N/A,44
1943,Revenge of the Green Dragons,5.3,36,N/A,15
1944,City of Tiny Lights,5.5,55,N/A,59
1945,Internet Famous,3.6,N/A,N/A,39
1946,May You Prosper,3.5,N/A,N/A,N/A
1947,Duck Duck Goose,5.7,N/A,N/A,39
1948,Nothing to Lose,6.7,N/A,N/A,73
1949,The Captive,5.9,36,N/A,N/A
1950,"Houston, We Have a Problem",7.9,N/A,N/A,N/A
1951,Dance Academy: The Movie,7,N/A,N/A,100
1952,King of Peking,6.3,N/A,N/A,N/A
1953,Black Rose,2.5,5,N/A,48
1954,"¡Ay, mi madre!",3.8,N/A,N/A,N/A
1955,Iron Cowboy,6.6,N/A,N/A,N/A
1956,Katt Williams Live,7,N/A,N/A,N/A
1957,Obvious Child,6.8,76,N/A,90
1958,Room,8.1,86,N/A,25
1959,Laggies,6.4,63,N/A,N/A
1960,Son of a Gun,6.5,49,N/A,N/A
1961,The Rover,6.4,64,N/A,66
1962,The Stranger,7.3,N/A,N/A,N/A
1963,Secret Obsession,4.3,N/A,N/A,N/A
1964,Short Term 12,8,82,N/A,98
1965,Camarón: Flamenco y revolución,7.3,N/A,N/A,N/A
1966,Godzilla: City on the Edge of Battle,5.8,N/A,N/A,39
1967,Aditi Mittal: Things They Wouldn't Let Me Say,4.4,N/A,N/A,N/A
1968,Ari Shaffir: Double Negative,6.8,N/A,N/A,N/A
1969,Theater of Life,6.5,N/A,N/A,100
1970,Mauli,6,N/A,N/A,N/A
1971,Mary and the Witch's Flower,6.8,75,N/A,N/A
1972,Uncertain Glory,7.1,N/A,N/A,68
1973,Tig,7.4,N/A,N/A,77
1974,Bogda,7.2,N/A,N/A,N/A
1975,"Frankenstein's Monster's Monster, Frankenstein",5.9,N/A,N/A,N/A
1976,The Break-Up,5.8,45,N/A,26
1977,The Princess and the Frog,7.1,73,N/A,N/A
1978,We Belong Together,4.6,N/A,N/A,N/A
1979,Love Shot,5.9,N/A,N/A,67
1980,A Glimpse Inside the Mind of Charles Swan III,4.8,28,N/A,16
1981,Enemy,6.9,61,N/A,N/A
1982,Waiting for the Hearse,8.1,N/A,N/A,96
1983,Froning: The Fittest Man in History,6.7,N/A,N/A,67
1984,Ginger & Rosa,6.3,69,N/A,N/A
1985,Going for Gold,4.7,N/A,N/A,83
1986,Locke,7.1,81,N/A,91
1987,Lucha: Playing the Impossible,7.2,N/A,N/A,N/A
1988,Spring Breakers,5.3,63,N/A,67
1989,Tahaan,7.1,N/A,N/A,80
1990,Hunting Season,6.3,N/A,N/A,N/A
1991,The Adderall Diaries,5.2,42,N/A,21
1992,The Spectacular Now,7.1,82,N/A,91
1993,Under the Skin,6.3,79,N/A,88
1994,Amar,5.3,N/A,N/A,N/A
1995,Singh Saab the Great,5.7,N/A,N/A,54
1996,Vitti Dandu,7.5,N/A,N/A,N/A
1997,Holidays,5.1,50,N/A,52
1998,"Lusers, los amigos no se eligen",4.8,N/A,N/A,N/A
1999,Rebirth,5,N/A,N/A,77
2000,Tony Robbins: I Am Not Your Guru,6.7,51,N/A,45
2001,The Physician,7.2,N/A,N/A,N/A
2002,White Christmas,7.6,N/A,N/A,N/A
2003,Colonia,7.1,33,N/A,26
2004,The Maybe Pile,7.1,N/A,N/A,N/A
2005,To the Bone,6.8,64,N/A,71
2006,Gridlocked,5.8,N/A,N/A,40
2007,Creep,6.3,74,N/A,N/A
2008,Sorry Angel,6.7,73,N/A,N/A
2009,How It Ends,5,36,N/A,17
2010,Jim Jefferies: This Is Me Now,7.3,N/A,N/A,63
2011,Kevin Hart: Let Me Explain,6.8,53,N/A,61
2012,Romina,2.2,N/A,N/A,0
2013,The Signal,6.1,54,N/A,N/A
2014,D.L. Hughley: Clear,6.7,N/A,N/A,N/A
2015,My Scientology Movie,6.7,62,N/A,89
2016,Tom Segura: Completely Normal,7.8,N/A,N/A,N/A
2017,4L,5.9,N/A,N/A,N/A
2018,4L,5.9,N/A,N/A,N/A
2019,Cities of Last Things,6.2,66,N/A,80
2020,Kidnapping Stella,4.8,N/A,N/A,29
2021,Point Blank,5.7,37,N/A,91
2022,Smart People,6.1,57,N/A,N/A
2023,Hatirla Gönül,6.8,N/A,N/A,N/A
2024,The Battered Bastards of Baseball,8,75,N/A,100
2025,Sex Doll,4.5,44,N/A,0
2026,Sommeren '92,6.9,N/A,N/A,N/A
2027,Chris Tucker Live,6.3,N/A,N/A,N/A
2028,Alice Doesn't Live Here Anymore,7.3,78,N/A,N/A
2029,Frozen River,7.1,82,N/A,88
2030,Inkheart,6.1,N/A,N/A,38
2031,Katherine Ryan: Glitter Room,6.5,N/A,N/A,N/A
2032,Kill the Irishman,7.1,50,N/A,62
2033,Lady in the Water,5.5,36,N/A,25
2034,Little Monsters,6.3,59,N/A,50
2035,Mean Dreams,6.3,64,N/A,78
2036,Mean Streets,7.3,96,N/A,97
2037,Next,6.2,42,N/A,28
2038,Nights in Rodanthe,6,39,N/A,30
2039,Black Hole Apocalypse,8,N/A,N/A,N/A
2040,Building Chernobyl's Megatomb,7.9,N/A,N/A,N/A
2041,Chinese Chariot Revealed,7.1,N/A,N/A,N/A
2042,Day the Dinosaurs Died,8.1,N/A,N/A,N/A
2043,Death Dive to Saturn,7.5,N/A,N/A,N/A
2044,Decoding the Weather Machine,8.1,N/A,N/A,N/A
2045,Extreme Animal Weapons,7.8,N/A,N/A,N/A
2046,First Face of America,7.2,N/A,N/A,N/A
2047,Killer Hurricanes,7.1,N/A,N/A,N/A
2048,Killer Volcanoes,7.7,N/A,N/A,N/A
2049,Poisoned Water,7.8,N/A,N/A,N/A
2050,Prediction by the Numbers,7,N/A,N/A,N/A
2051,Secrets of the Shining Knight,7.3,N/A,N/A,N/A
2052,Ultimate Mars Challenge,7.3,N/A,N/A,N/A
2053,Paul Blart: Mall Cop,5.2,39,N/A,33
2054,It's Always Sunny in Philadelphia,8.8,N/A,N/A,80
2055,Race to Witch Mountain,5.7,52,N/A,42
2056,Rain Man,8,65,N/A,89
2057,Room on the Broom,7.6,N/A,N/A,82
2058,Scream 3,5.6,56,N/A,39
2059,Shorts,4.7,53,N/A,46
2060,Soul to Keep,4.3,N/A,N/A,N/A
2061,Starsky and Hutch,7,N/A,N/A,N/A
2062,Swiped,3.5,N/A,N/A,17
2063,Swordfish,6.5,32,N/A,25
2064,Taxi Driver,8.3,94,N/A,96
2065,Taxi Driver,8.3,94,N/A,N/A
2066,The Book of Eli,6.9,53,N/A,47
2067,The Brothers Grimm,5.9,51,N/A,N/A
2068,The Forbidden Kingdom,6.6,57,N/A,N/A
2069,The In-Laws,7.3,N/A,N/A,33
2070,The Pink Panther,7.1,55,N/A,88
2071,Who's That Knocking at My Door?,5.7,N/A,N/A,N/A
2072,Angamaly Diaries,8.1,N/A,N/A,N/A
2073,Anthony Kaun Hai?,5.3,N/A,N/A,20
2074,Bo Burnham: what.,8.5,N/A,N/A,N/A
2075,Queen of Hearts,6.7,N/A,N/A,N/A
2076,Chalte Chalte,6.6,N/A,N/A,N/A
2077,Chicken Kokkachi,4.9,N/A,N/A,N/A
2078,Counterfeiting in Suburbia,4.5,N/A,N/A,N/A
2079,Daffedar,5.8,N/A,N/A,N/A
2080,Deewana Main Deewana,2.5,N/A,N/A,N/A
2081,Dream Big: Engineering Our World,6.4,N/A,N/A,100
2082,Duck Butter,5.3,58,N/A,57
2083,Dead Ringers,7.3,86,N/A,71
2084,I Am Kalam,8,N/A,N/A,80
2085,Kaviyude Osyath,4.4,N/A,N/A,N/A
2086,Loving Annabelle,6.3,N/A,N/A,77
2087,Ma Chu Ka,6.1,N/A,N/A,N/A
2088,Melvin Goes to Dinner,6.8,N/A,N/A,100
2089,My Birthday Song,5.5,N/A,N/A,13
2090,Namastey London,7.1,N/A,N/A,80
2091,Paathi: the Half,6.4,N/A,N/A,N/A
2092,Pareeth Pandari,6.6,N/A,N/A,N/A
2093,Paulettante Veedu,6.6,N/A,N/A,N/A
2094,Paying Guests,4.2,N/A,N/A,14
